Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1
10/18/2019 06:33:42 pm	2.524	0.332	2.909	-1454.441	0.0079	0.069	-34.722
10/18/2019 06:33:42 pm	2.525	0.332	0.000	4.663E-12	0.0079	0.000	1.457E-13
10/18/2019 06:33:42 pm	2.526	0.332	2.909	1454.441	0.0079	0.069	34.722
10/18/2019 06:33:42 pm	2.527	0.332	5.818	969.627	0.0079	0.139	23.148
10/18/2019 06:33:42 pm	2.528	0.349	5.818	-969.627	0.0083	0.139	-23.148
10/18/2019 06:33:42 pm	2.529	0.349	2.909	-1939.254	0.0083	0.069	-46.296
10/18/2019 06:33:42 pm	2.530	0.349	0.000	-969.627	0.0083	0.000	-23.148
10/18/2019 06:33:42 pm	2.531	0.349	0.000	969.627	0.0083	0.000	23.148
10/18/2019 06:33:42 pm	2.532	0.349	2.909	1939.254	0.0083	0.069	46.296
10/18/2019 06:33:42 pm	2.533	0.349	5.818	969.627	0.0083	0.139	23.148
10/18/2019 06:33:42 pm	2.534	0.367	5.818	-969.627	0.0087	0.139	-23.148
10/18/2019 06:33:42 pm	2.535	0.367	2.909	-1939.254	0.0087	0.069	-46.296
10/18/2019 06:33:42 pm	2.536	0.367	0.000	-969.627	0.0087	0.000	-23.148
10/18/2019 06:33:42 pm	2.537	0.367	0.000	969.627	0.0087	0.000	23.148
10/18/2019 06:33:42 pm	2.538	0.367	2.909	1939.254	0.0087	0.069	46.296
10/18/2019 06:33:42 pm	2.539	0.367	5.818	969.627	0.0087	0.139	23.148
10/18/2019 06:33:42 pm	2.540	0.384	5.818	-969.627	0.0092	0.139	-23.148
10/18/2019 06:33:42 pm	2.541	0.384	2.909	-1939.254	0.0092	0.069	-46.296
10/18/2019 06:33:42 pm	2.542	0.384	0.000	-1454.441	0.0092	0.000	-34.722
10/18/2019 06:33:42 pm	2.543	0.384	0.000	-1.388E-11	0.0092	0.000	0.000
10/18/2019 06:33:42 pm	2.544	0.384	0.000	1454.441	0.0092	0.000	34.722
10/18/2019 06:33:42 pm	2.545	0.384	2.909	1939.254	0.0092	0.069	46.296
10/18/2019 06:33:42 pm	2.546	0.384	5.818	969.627	0.0092	0.139	23.148
10/18/2019 06:33:42 pm	2.547	0.401	5.818	-969.627	0.0096	0.139	-23.148
10/18/2019 06:33:42 pm	2.548	0.401	2.909	-1939.254	0.0096	0.069	-46.296
10/18/2019 06:33:42 pm	2.549	0.401	0.000	-1454.441	0.0096	0.000	-34.722
10/18/2019 06:33:42 pm	2.550	0.401	0.000	4.607E-12	0.0096	0.000	0.000
10/18/2019 06:33:42 pm	2.551	0.401	0.000	1454.441	0.0096	0.000	34.722
10/18/2019 06:33:42 pm	2.552	0.401	2.909	1939.254	0.0096	0.069	46.296
10/18/2019 06:33:42 pm	2.553	0.401	5.818	969.627	0.0096	0.139	23.148
10/18/2019 06:33:42 pm	2.554	0.419	5.818	-969.627	0.0100	0.139	-23.148
10/18/2019 06:33:42 pm	2.555	0.419	2.909	-1939.254	0.0100	0.069	-46.296
10/18/2019 06:33:42 pm	2.556	0.419	0.000	-1454.441	0.0100	0.000	-34.722
10/18/2019 06:33:42 pm	2.557	0.419	0.000	-484.814	0.0100	0.000	-11.574
10/18/2019 06:33:42 pm	2.558	0.419	0.000	0.000	0.0100	0.000	0.000
10/18/2019 06:33:42 pm	2.559	0.419	0.000	484.814	0.0100	0.000	11.574
10/18/2019 06:33:42 pm	2.560	0.419	0.000	1454.441	0.0100	0.000	34.722
10/18/2019 06:33:42 pm	2.561	0.419	2.909	1939.254	0.0100	0.069	46.296
10/18/2019 06:33:42 pm	2.562	0.419	5.818	969.627	0.0100	0.139	23.148
10/18/2019 06:33:42 pm	2.563	0.436	5.818	-969.627	0.0104	0.139	-23.148
10/18/2019 06:33:42 pm	2.564	0.436	2.909	-1939.254	0.0104	0.069	-46.296
10/18/2019 06:33:42 pm	2.565	0.436	0.000	-1454.441	0.0104	0.000	-34.722
10/18/2019 06:33:42 pm	2.566	0.436	0.000	-484.814	0.0104	0.000	-11.574
10/18/2019 06:33:42 pm	2.567	0.436	0.000	0.000	0.0104	0.000	0.000
10/18/2019 06:33:42 pm	2.568	0.436	0.000	0.000	0.0104	0.000	0.000
10/18/2019 06:33:42 pm	2.569	0.436	0.000	0.000	0.0104	0.000	0.000
10/18/2019 06:33:42 pm	2.570	0.436	0.000	484.814	0.0104	0.000	11.574
10/18/2019 06:33:42 pm	2.571	0.436	0.000	1454.441	0.0104	0.000	34.722
10/18/2019 06:33:42 pm	2.572	0.436	2.909	1939.254	0.0104	0.069	46.296
10/18/2019 06:33:42 pm	2.573	0.436	5.818	969.627	0.0104	0.139	23.148
10/18/2019 06:33:42 pm	2.574	0.454	5.818	-969.627	0.0108	0.139	-23.148
10/18/2019 06:33:42 pm	2.575	0.454	2.909	-1939.254	0.0108	0.069	-46.296
10/18/2019 06:33:42 pm	2.576	0.454	0.000	-1454.441	0.0108	0.000	-34.722
10/18/2019 06:33:42 pm	2.577	0.454	0.000	-484.814	0.0108	0.000	-11.574
10/18/2019 06:33:42 pm	2.578	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.579	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.580	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.581	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.582	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.583	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.584	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.585	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.586	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.587	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.588	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.589	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.590	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.591	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.592	0.454	0.000	484.814	0.0108	0.000	11.574
10/18/2019 06:33:42 pm	2.593	0.454	0.000	1454.441	0.0108	0.000	34.722
10/18/2019 06:33:42 pm	2.594	0.454	2.909	1939.254	0.0108	0.069	46.296
10/18/2019 06:33:42 pm	2.595	0.454	5.818	969.627	0.0108	0.139	23.148
10/18/2019 06:33:42 pm	2.596	0.471	5.818	-969.627	0.0112	0.139	-23.148
10/18/2019 06:33:42 pm	2.597	0.471	2.909	-1939.254	0.0112	0.069	-46.296
10/18/2019 06:33:42 pm	2.598	0.471	0.000	-1454.441	0.0112	0.000	-34.722
10/18/2019 06:33:42 pm	2.599	0.471	0.000	-484.814	0.0112	0.000	-11.574
10/18/2019 06:33:42 pm	2.600	0.471	0.000	0.000	0.0112	0.000	0.000
10/18/2019 06:33:42 pm	2.601	0.471	0.000	0.000	0.0112	0.000	0.000
10/18/2019 06:33:42 pm	2.602	0.471	0.000	0.000	0.0112	0.000	0.000
10/18/2019 06:33:42 pm	2.603	0.471	0.000	0.000	0.0112	0.000	0.000
10/18/2019 06:33:42 pm	2.604	0.471	0.000	-484.814	0.0112	0.000	-11.574
10/18/2019 06:33:42 pm	2.605	0.471	0.000	-1454.441	0.0112	0.000	-34.722
10/18/2019 06:33:42 pm	2.606	0.471	-2.909	-1939.254	0.0112	-0.069	-46.296
10/18/2019 06:33:42 pm	2.607	0.471	-5.818	-969.627	0.0112	-0.139	-23.148
10/18/2019 06:33:42 pm	2.608	0.454	-5.818	969.627	0.0108	-0.139	23.148
10/18/2019 06:33:42 pm	2.609	0.454	-2.909	1939.254	0.0108	-0.069	46.296
10/18/2019 06:33:42 pm	2.610	0.454	0.000	1454.441	0.0108	0.000	34.722
10/18/2019 06:33:42 pm	2.611	0.454	0.000	484.814	0.0108	0.000	11.574
10/18/2019 06:33:42 pm	2.612	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.613	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.614	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.615	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.616	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.617	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.618	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.619	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.620	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.621	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.622	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.623	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.624	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.625	0.454	0.000	0.000	0.0108	0.000	0.000
10/18/2019 06:33:42 pm	2.626	0.454	0.000	-484.814	0.0108	0.000	-11.574
10/18/2019 06:33:42 pm	2.627	0.454	0.000	-1454.441	0.0108	0.000	-34.722
10/18/2019 06:33:42 pm	2.628	0.454	-2.909	-1939.254	0.0108	-0.069	-46.296
10/18/2019 06:33:42 pm	2.629	0.454	-5.818	-969.627	0.0108	-0.139	-23.148
10/18/2019 06:33:42 pm	2.630	0.436	-5.818	969.627	0.0104	-0.139	23.148
10/18/2019 06:33:42 pm	2.631	0.436	-2.909	1939.254	0.0104	-0.069	46.296
10/18/2019 06:33:42 pm	2.632	0.436	0.000	1454.441	0.0104	0.000	34.722
10/18/2019 06:33:42 pm	2.633	0.436	0.000	484.814	0.0104	0.000	11.574
10/18/2019 06:33:42 pm	2.634	0.436	0.000	0.000	0.0104	0.000	0.000
10/18/2019 06:33:42 pm	2.635	0.436	0.000	0.000	0.0104	0.000	0.000
10/18/2019 06:33:42 pm	2.636	0.436	0.000	0.000	0.0104	0.000	0.000
10/18/2019 06:33:42 pm	2.637	0.436	0.000	-484.814	0.0104	0.000	-11.574
10/18/2019 06:33:42 pm	2.638	0.436	0.000	-1454.441	0.0104	0.000	-34.722
10/18/2019 06:33:42 pm	2.639	0.436	-2.909	-1939.254	0.0104	-0.069	-46.296
10/18/2019 06:33:42 pm	2.640	0.436	-5.818	-969.627	0.0104	-0.139	-23.148
10/18/2019 06:33:42 pm	2.641	0.419	-5.818	969.627	0.0100	-0.139	23.148
10/18/2019 06:33:42 pm	2.642	0.419	-2.909	1939.254	0.0100	-0.069	46.296
10/18/2019 06:33:42 pm	2.643	0.419	0.000	1454.441	0.0100	0.000	34.722
10/18/2019 06:33:42 pm	2.644	0.419	0.000	484.814	0.0100	0.000	11.574
10/18/2019 06:33:42 pm	2.645	0.419	0.000	0.000	0.0100	0.000	0.000
10/18/2019 06:33:42 pm	2.646	0.419	0.000	-484.814	0.0100	0.000	-11.574
10/18/2019 06:33:42 pm	2.647	0.419	0.000	-1454.441	0.0100	0.000	-34.722
10/18/2019 06:33:42 pm	2.648	0.419	-2.909	-1939.254	0.0100	-0.069	-46.296
10/18/2019 06:33:42 pm	2.649	0.419	-5.818	-969.627	0.0100	-0.139	-23.148
10/18/2019 06:33:42 pm	2.650	0.401	-5.818	969.627	0.0096	-0.139	23.148
10/18/2019 06:33:42 pm	2.651	0.401	-2.909	1939.254	0.0096	-0.069	46.296
10/18/2019 06:33:42 pm	2.652	0.401	0.000	1454.441	0.0096	0.000	34.722
10/18/2019 06:33:42 pm	2.653	0.401	0.000	-4.663E-12	0.0096	0.000	0.000
10/18/2019 06:33:42 pm	2.654	0.401	0.000	-1454.441	0.0096	0.000	-34.722
10/18/2019 06:33:42 pm	2.655	0.401	-2.909	-1939.254	0.0096	-0.069	-46.296
10/18/2019 06:33:42 pm	2.656	0.401	-5.818	-969.627	0.0096	-0.139	-23.148
10/18/2019 06:33:42 pm	2.657	0.384	-5.818	969.627	0.0092	-0.139	23.148
10/18/2019 06:33:42 pm	2.658	0.384	-2.909	1939.254	0.0092	-0.069	46.296
10/18/2019 06:33:42 pm	2.659	0.384	0.000	1454.441	0.0092	0.000	34.722
10/18/2019 06:33:42 pm	2.660	0.384	0.000	-9.270E-12	0.0092	0.000	-1.457E-13
10/18/2019 06:33:42 pm	2.661	0.384	0.000	-1454.441	0.0092	0.000	-34.722
10/18/2019 06:33:42 pm	2.662	0.384	-2.909	-1939.254	0.0092	-0.069	-46.296
10/18/2019 06:33:42 pm	2.663	0.384	-5.818	-969.627	0.0092	-0.139	-23.148
10/18/2019 06:33:42 pm	2.664	0.367	-5.818	969.627	0.0087	-0.139	23.148
10/18/2019 06:33:42 pm	2.665	0.367	-2.909	1939.254	0.0087	-0.069	46.296
10/18/2019 06:33:42 pm	2.666	0.367	0.000	969.627	0.0087	0.000	23.148
10/18/2019 06:33:42 pm	2.667	0.367	0.000	-969.627	0.0087	0.000	-23.148
10/18/2019 06:33:42 pm	2.668	0.367	-2.909	-1939.254	0.0087	-0.069	-46.296
10/18/2019 06:33:42 pm	2.669	0.367	-5.818	-969.627	0.0087	-0.139	-23.148
10/18/2019 06:33:42 pm	2.670	0.349	-5.818	969.627	0.0083	-0.139	23.148
10/18/2019 06:33:42 pm	2.671	0.349	-2.909	1939.254	0.0083	-0.069	46.296
10/18/2019 06:33:42 pm	2.672	0.349	0.000	969.627	0.0083	0.000	23.148
10/18/2019 06:33:42 pm	2.673	0.349	0.000	-969.627	0.0083	0.000	-23.148
10/18/2019 06:33:42 pm	2.674	0.349	-2.909	-1939.254	0.0083	-0.069	-46.296
10/18/2019 06:33:42 pm	2.675	0.349	-5.818	-969.627	0.0083	-0.139	-23.148
10/18/2019 06:33:42 pm	2.676	0.332	-5.818	969.627	0.0079	-0.139	23.148
10/18/2019 06:33:42 pm	2.677	0.332	-2.909	1454.441	0.0079	-0.069	34.722
10/18/2019 06:33:42 pm	2.678	0.332	0.000	4.663E-12	0.0079	0.000	0.000
10/18/2019 06:33:42 pm	2.679	0.332	-2.909	-1454.441	0.0079	-0.069	-34.722
10/18/2019 06:33:42 pm	2.680	0.332	-5.818	-969.627	0.0079	-0.139	-23.148
10/18/2019 06:33:42 pm	2.681	0.314	-5.818	969.627	0.0075	-0.139	23.148
10/18/2019 06:33:42 pm	2.682	0.314	-2.909	1454.441	0.0075	-0.069	34.722
10/18/2019 06:33:42 pm	2.683	0.314	0.000	-9.548E-12	0.0075	0.000	0.000
10/18/2019 06:33:42 pm	2.684	0.314	-2.909	-1454.441	0.0075	-0.069	-34.722
10/18/2019 06:33:42 pm	2.685	0.314	-5.818	-969.627	0.0075	-0.139	-23.148
10/18/2019 06:33:42 pm	2.686	0.297	-5.818	969.627	0.0071	-0.139	23.148
10/18/2019 06:33:42 pm	2.687	0.297	-2.909	1454.441	0.0071	-0.069	34.722
10/18/2019 06:33:42 pm	2.688	0.297	0.000	-5.396E-11	0.0071	0.000	-1.207E-12
10/18/2019 06:33:42 pm	2.689	0.297	-2.909	-1454.441	0.0071	-0.069	-34.722
10/18/2019 06:33:42 pm	2.690	0.297	-5.818	-969.627	0.0071	-0.139	-23.148
10/18/2019 06:33:42 pm	2.691	0.279	-5.818	969.627	0.0067	-0.139	23.148
10/18/2019 06:33:42 pm	2.692	0.279	-2.909	1454.441	0.0067	-0.069	34.722
10/18/2019 06:33:42 pm	2.693	0.279	0.000	-4.663E-12	0.0067	0.000	3.608E-13
10/18/2019 06:33:42 pm	2.694	0.279	-2.909	-1454.441	0.0067	-0.069	-34.722
10/18/2019 06:33:42 pm	2.695	0.279	-5.818	-969.627	0.0067	-0.139	-23.148
10/18/2019 06:33:42 pm	2.696	0.262	-5.818	484.814	0.0062	-0.139	11.574
10/18/2019 06:33:42 pm	2.697	0.262	-2.909	484.814	0.0062	-0.069	11.574
10/18/2019 06:33:42 pm	2.698	0.262	-2.909	-484.814	0.0062	-0.069	-11.574
10/18/2019 06:33:42 pm	2.699	0.262	-5.818	-484.814	0.0062	-0.139	-11.574
10/18/2019 06:33:42 pm	2.700	0.244	-5.818	484.814	0.0058	-0.139	11.574
10/18/2019 06:33:42 pm	2.701	0.244	-2.909	484.814	0.0058	-0.069	11.574
10/18/2019 06:33:42 pm	2.702	0.244	-2.909	-484.814	0.0058	-0.069	-11.574
10/18/2019 06:33:42 pm	2.703	0.244	-5.818	-484.814	0.0058	-0.139	-11.574
10/18/2019 06:33:42 pm	2.704	0.227	-5.818	969.627	0.0054	-0.139	23.148
10/18/2019 06:33:42 pm	2.705	0.227	-2.909	1454.441	0.0054	-0.069	34.722
10/18/2019 06:33:42 pm	2.706	0.227	0.000	0.000	0.0054	0.000	-6.939E-14
10/18/2019 06:33:42 pm	2.707	0.227	-2.909	-1454.441	0.0054	-0.069	-34.722
10/18/2019 06:33:42 pm	2.708	0.227	-5.818	-969.627	0.0054	-0.139	-23.148
10/18/2019 06:33:42 pm	2.709	0.209	-5.818	484.814	0.0050	-0.139	11.574
10/18/2019 06:33:42 pm	2.710	0.209	-2.909	484.814	0.0050	-0.069	11.574
10/18/2019 06:33:42 pm	2.711	0.209	-2.909	-484.814	0.0050	-0.069	-11.574
10/18/2019 06:33:42 pm	2.712	0.209	-5.818	-484.814	0.0050	-0.139	-11.574
10/18/2019 06:33:42 pm	2.713	0.192	-5.818	484.814	0.0046	-0.139	11.574
10/18/2019 06:33:42 pm	2.714	0.192	-2.909	484.814	0.0046	-0.069	11.574
10/18/2019 06:33:42 pm	2.715	0.192	-2.909	-484.814	0.0046	-0.069	-11.574
10/18/2019 06:33:42 pm	2.716	0.192	-5.818	-484.814	0.0046	-0.139	-11.574
10/18/2019 06:33:42 pm	2.717	0.175	-5.818	484.814	0.0042	-0.139	11.574
10/18/2019 06:33:42 pm	2.718	0.175	-2.909	484.814	0.0042	-0.069	11.574
10/18/2019 06:33:42 pm	2.719	0.175	-2.909	-484.814	0.0042	-0.069	-11.574
10/18/2019 06:33:42 pm	2.720	0.175	-5.818	-484.814	0.0042	-0.139	-11.574
10/18/2019 06:33:42 pm	2.721	0.157	-5.818	484.814	0.0037	-0.139	11.574
10/18/2019 06:33:42 pm	2.722	0.157	-2.909	484.814	0.0037	-0.069	11.574
10/18/2019 06:33:42 pm	2.723	0.157	-2.909	-484.814	0.0037	-0.069	-11.574
10/18/2019 06:33:42 pm	2.724	0.157	-5.818	-969.627	0.0037	-0.139	-23.148
10/18/2019 06:33:42 pm	2.725	0.140	-5.818	-484.814	0.0033	-0.139	-11.574
10/18/2019 06:33:42 pm	2.726	0.140	-5.818	1.332E-12	0.0033	-0.139	1.388E-13
10/18/2019 06:33:42 pm	2.727	0.140	-5.818	484.814	0.0033	-0.139	11.574
10/18/2019 06:33:42 pm	2.728	0.122	-5.818	969.627	0.0029	-0.139	23.148
10/18/2019 06:33:42 pm	2.729	0.122	-2.909	484.814	0.0029	-0.069	11.574
10/18/2019 06:33:42 pm	2.730	0.122	-2.909	-484.814	0.0029	-0.069	-11.574
10/18/2019 06:33:42 pm	2.731	0.122	-5.818	-484.814	0.0029	-0.139	-11.574
10/18/2019 06:33:42 pm	2.732	0.105	-5.818	484.814	0.0025	-0.139	11.574
10/18/2019 06:33:42 pm	2.733	0.105	-2.909	484.814	0.0025	-0.069	11.574
10/18/2019 06:33:42 pm	2.734	0.105	-2.909	-484.814	0.0025	-0.069	-11.574
10/18/2019 06:33:42 pm	2.735	0.105	-5.818	-484.814	0.0025	-0.139	-11.574
10/18/2019 06:33:42 pm	2.736	0.087	-5.818	484.814	0.0021	-0.139	11.574
10/18/2019 06:33:42 pm	2.737	0.087	-2.909	484.814	0.0021	-0.069	11.574
10/18/2019 06:33:42 pm	2.738	0.087	-2.909	-484.814	0.0021	-0.069	-11.574
10/18/2019 06:33:42 pm	2.739	0.087	-5.818	-969.627	0.0021	-0.139	-23.148
10/18/2019 06:33:42 pm	2.740	0.070	-5.818	-484.814	0.0017	-0.139	-11.574
10/18/2019 06:33:42 pm	2.741	0.070	-5.818	-4.441E-13	0.0017	-0.139	-2.776E-14
10/18/2019 06:33:42 pm	2.742	0.070	-5.818	484.814	0.0017	-0.139	11.574
10/18/2019 06:33:42 pm	2.743	0.052	-5.818	969.627	0.0012	-0.139	23.148
10/18/2019 06:33:42 pm	2.744	0.052	-2.909	484.814	0.0012	-0.069	11.574
10/18/2019 06:33:42 pm	2.745	0.052	-2.909	-484.814	0.0012	-0.069	-11.574
10/18/2019 06:33:42 pm	2.746	0.052	-5.818	-484.814	0.0012	-0.139	-11.574
10/18/2019 06:33:42 pm	2.747	0.035	-5.818	484.814	8.3333E-4	-0.139	11.574
10/18/2019 06:33:42 pm	2.748	0.035	-2.909	484.814	8.3333E-4	-0.069	11.574
10/18/2019 06:33:42 pm	2.749	0.035	-2.909	-484.814	8.3333E-4	-0.069	-11.574
10/18/2019 06:33:42 pm	2.750	0.035	-5.818	-969.627	8.3333E-4	-0.139	-23.148
10/18/2019 06:33:42 pm	2.751	0.017	-5.818	-484.814	4.1667E-4	-0.139	-11.574
10/18/2019 06:33:42 pm	2.752	0.017	-5.818	0.000	4.1667E-4	-0.139	-1.388E-14
10/18/2019 06:33:42 pm	2.753	0.017	-5.818	484.814	4.1667E-4	-0.139	11.574
10/18/2019 06:33:42 pm	2.754	0.000	-5.818	969.627	0.0000	-0.139	23.148
10/18/2019 06:33:42 pm	2.755	0.000	-2.909	484.814	0.0000	-0.069	11.574
10/18/2019 06:33:42 pm	2.756	0.000	-2.909	-484.814	0.0000	-0.069	-11.574
10/18/2019 06:33:42 pm	2.757	0.000	-5.818	-484.814	0.0000	-0.139	-11.574
10/18/2019 06:33:42 pm	2.758	-0.017	-5.818	484.814	-4.1667E-4	-0.139	11.574
10/18/2019 06:33:42 pm	2.759	-0.017	-2.909	484.814	-4.1667E-4	-0.069	11.574
10/18/2019 06:33:42 pm	2.760	-0.017	-2.909	-484.814	-4.1667E-4	-0.069	-11.574
10/18/2019 06:33:42 pm	2.761	-0.017	-5.818	-969.627	-4.1667E-4	-0.139	-23.148
10/18/2019 06:33:42 pm	2.762	-0.035	-5.818	-484.814	-8.3333E-4	-0.139	-11.574
10/18/2019 06:33:42 pm	2.763	-0.035	-5.818	-8.882E-13	-8.3333E-4	-0.139	-1.388E-14
10/18/2019 06:33:42 pm	2.764	-0.035	-5.818	484.814	-8.3333E-4	-0.139	11.574
10/18/2019 06:33:42 pm	2.765	-0.052	-5.818	969.627	-0.0012	-0.139	23.148
10/18/2019 06:33:42 pm	2.766	-0.052	-2.909	484.814	-0.0012	-0.069	11.574
10/18/2019 06:33:42 pm	2.767	-0.052	-2.909	-484.814	-0.0012	-0.069	-11.574
10/18/2019 06:33:42 pm	2.768	-0.052	-5.818	-969.627	-0.0012	-0.139	-23.148
10/18/2019 06:33:42 pm	2.769	-0.070	-5.818	-484.814	-0.0017	-0.139	-11.574
10/18/2019 06:33:42 pm	2.770	-0.070	-5.818	-8.882E-13	-0.0017	-0.139	2.776E-14
10/18/2019 06:33:42 pm	2.771	-0.070	-5.818	484.814	-0.0017	-0.139	11.574
10/18/2019 06:33:42 pm	2.772	-0.087	-5.818	969.627	-0.0021	-0.139	23.148
10/18/2019 06:33:42 pm	2.773	-0.087	-2.909	484.814	-0.0021	-0.069	11.574
10/18/2019 06:33:42 pm	2.774	-0.087	-2.909	-484.814	-0.0021	-0.069	-11.574
10/18/2019 06:33:42 pm	2.775	-0.087	-5.818	-484.814	-0.0021	-0.139	-11.574
10/18/2019 06:33:42 pm	2.776	-0.105	-5.818	484.814	-0.0025	-0.139	11.574
10/18/2019 06:33:42 pm	2.777	-0.105	-2.909	484.814	-0.0025	-0.069	11.574
10/18/2019 06:33:42 pm	2.778	-0.105	-2.909	-484.814	-0.0025	-0.069	-11.574
10/18/2019 06:33:42 pm	2.779	-0.105	-5.818	-969.627	-0.0025	-0.139	-23.148
10/18/2019 06:33:42 pm	2.780	-0.122	-5.818	-484.814	-0.0029	-0.139	-11.574
10/18/2019 06:33:42 pm	2.781	-0.122	-5.818	-1.332E-12	-0.0029	-0.139	4.163E-14
10/18/2019 06:33:42 pm	2.782	-0.122	-5.818	484.814	-0.0029	-0.139	11.574
10/18/2019 06:33:42 pm	2.783	-0.140	-5.818	969.627	-0.0033	-0.139	23.148
10/18/2019 06:33:42 pm	2.784	-0.140	-2.909	484.814	-0.0033	-0.069	11.574
10/18/2019 06:33:42 pm	2.785	-0.140	-2.909	-484.814	-0.0033	-0.069	-11.574
10/18/2019 06:33:42 pm	2.786	-0.140	-5.818	-484.814	-0.0033	-0.139	-11.574
10/18/2019 06:33:42 pm	2.787	-0.157	-5.818	484.814	-0.0037	-0.139	11.574
10/18/2019 06:33:42 pm	2.788	-0.157	-2.909	484.814	-0.0037	-0.069	11.574
10/18/2019 06:33:42 pm	2.789	-0.157	-2.909	-484.814	-0.0037	-0.069	-11.574
10/18/2019 06:33:42 pm	2.790	-0.157	-5.818	-484.814	-0.0037	-0.139	-11.574
10/18/2019 06:33:42 pm	2.791	-0.175	-5.818	484.814	-0.0042	-0.139	11.574
10/18/2019 06:33:42 pm	2.792	-0.175	-2.909	484.814	-0.0042	-0.069	11.574
10/18/2019 06:33:42 pm	2.793	-0.175	-2.909	-484.814	-0.0042	-0.069	-11.574
10/18/2019 06:33:42 pm	2.794	-0.175	-5.818	-484.814	-0.0042	-0.139	-11.574
10/18/2019 06:33:42 pm	2.795	-0.192	-5.818	484.814	-0.0046	-0.139	11.574
10/18/2019 06:33:42 pm	2.796	-0.192	-2.909	484.814	-0.0046	-0.069	11.574
10/18/2019 06:33:42 pm	2.797	-0.192	-2.909	-484.814	-0.0046	-0.069	-11.574
10/18/2019 06:33:42 pm	2.798	-0.192	-5.818	-969.627	-0.0046	-0.139	-23.148
10/18/2019 06:33:42 pm	2.799	-0.209	-5.818	-484.814	-0.0050	-0.139	-11.574
10/18/2019 06:33:42 pm	2.800	-0.209	-5.818	-4.885E-12	-0.0050	-0.139	-1.388E-13
10/18/2019 06:33:42 pm	2.801	-0.209	-5.818	484.814	-0.0050	-0.139	11.574
10/18/2019 06:33:42 pm	2.802	-0.227	-5.818	969.627	-0.0054	-0.139	23.148
10/18/2019 06:33:42 pm	2.803	-0.227	-2.909	484.814	-0.0054	-0.069	11.574
10/18/2019 06:33:42 pm	2.804	-0.227	-2.909	-484.814	-0.0054	-0.069	-11.574
10/18/2019 06:33:42 pm	2.805	-0.227	-5.818	-484.814	-0.0054	-0.139	-11.574
10/18/2019 06:33:42 pm	2.806	-0.244	-5.818	484.814	-0.0058	-0.139	11.574
10/18/2019 06:33:42 pm	2.807	-0.244	-2.909	484.814	-0.0058	-0.069	11.574
10/18/2019 06:33:42 pm	2.808	-0.244	-2.909	-484.814	-0.0058	-0.069	-11.574
10/18/2019 06:33:42 pm	2.809	-0.244	-5.818	-484.814	-0.0058	-0.139	-11.574
10/18/2019 06:33:42 pm	2.810	-0.262	-5.818	969.627	-0.0062	-0.139	23.148
10/18/2019 06:33:42 pm	2.811	-0.262	-2.909	1454.441	-0.0062	-0.069	34.722
10/18/2019 06:33:42 pm	2.812	-0.262	0.000	-1.124E-10	-0.0062	0.000	-2.644E-12
10/18/2019 06:33:42 pm	2.813	-0.262	-2.909	-1454.441	-0.0062	-0.069	-34.722
